,Price,Product,id,Text,Star,Text_Clean,Standardized_Text,Padded_Text,Sentiment_Prediction_Raw,Sentiment_Prediction
7176,6499,Sennheiser CX 6.0BT,8,"Bought these headphones in September 2016. the photos i uploaded are from august 2018.i am writing this review after using these headphones for 2 years😅😅.I am a kind of rough user and still this lasted for more than 2 years.and today it broke becuase of my mistake...or else maybe it would have worked for atleast a year.Pros-Best headphone in a price rangeBest music outputBest voice qualityBest for receiving callsUsed them even in moderate rain(dont do it)Cons-Built quality is decent but it could be better as the wire started break after 1.5 years but still this baby worked as a charmSo you can buy it over mi headphones or boat as music isnt that sharp on them but built quality is good.Once again the the photos uploaded abover are after 2 years of rough usage...U should give it a try...
",5,bought these headphones in september the photos i uploaded are from august i am writing this review after using these headphones for years i am a kind of rough user and still this lasted for more than years and today it broke becuase of my mistake or else maybe it would have worked for atleast a year pros best headphone in a price rangebest music outputbest voice qualitybest for receiving callsused them even in moderate rain dont do it cons built quality is decent but it could be better as the wire started break after years but still this baby worked as a charmso you can buy it over mi headphones or boat as music isnt that sharp on them but built quality is good once again the the photos uploaded abover are after years of rough usage u should give it a try,bought headphon septemb photo upload august write review use headphon year kind rough user still last year today broke becuas mistak els mayb would work atleast year pro best headphon price rangebest music outputbest voic qualitybest receiv callsus even moder rain dont con built qualiti decent could better wire start break year still babi work charmso buy mi headphon boat music isnt sharp built qualiti good photo upload abov year rough usag u give tri,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0  57 125 337 428 316 156 336 615  89  76  32  14  29  27  28
 204 108 158  26  24 292 156  15 503  55  29 268 281 204   2 428  74 101]",1,good
11752,6499,Sennheiser CX 6.0BT,8,"Natural sound.
",4,natural sound,natur sound,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 3]",1,good
6068,1999,JBL T205BT,7,"Sound is good but the most irritating part is the metal ead buds they make you uncomfortable...other wise product is very good
",5,sound is good but the most irritating part is the metal ead buds they make you uncomfortable other wise product is very good,sound good irrit part metal ead bud make uncomfort wise product good,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   3   2 343 705 138 480 411   5   2]",2,neutral
9710,6499,Sennheiser CX 6.0BT,8,"Sound gets detoriated at high level.
",2,sound gets detoriated at high level,sound get detori high level,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3  77 267]",2,neutral
1439,1399,boAt Rockerz 255,1,"Took this product on 16th of feb.Sound quality is poor not very good.It's sound is like the normal ones.Battery life and durability is good.Better go for JBL if you wanna have good sound.
",3,took this product on of feb sound quality is poor not very good its sound is like the normal ones battery life and durability is good better go for jbl if you wanna have good sound,took product feb sound qualiti poor not good sound like normal one batteri life durabl good better go jbl wanna good sound,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
 603   5 566   3  40   1   2   3  19 222  35   2  26  46  47 987   2   3]",2,neutral
8008,6499,Sennheiser CX 6.0BT,8,"Iam using this headphones for past 1.5yrs now its mic became damaged and i claimed for warranty and my product was replaced without any issues.good service for senheisser and excellent product with awesome sound quality.
",4,iam using this headphones for past yrs now its mic became damaged and i claimed for warranty and my product was replaced without any issues good service for senheisser and excellent product with awesome sound quality,iam use headphon past yr mic becam damag claim warranti product replac without issu good servic senheiss excel product awesom sound qualiti,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0 765 498  34   5 202   2   5   3]",1,good
2836,1399,boAt Rockerz 255,1,"bad sound quality sound quality local .please return my amount 1499/-
",1,bad sound quality sound quality local please return my amount,bad sound qualiti sound qualiti local pleas return amount,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0  25   3   3  60 517]",0,bad
5460,749,PTron Intunes,4,"The product is amazing with a great battery life (usage after 1 week) and noise cancellation and sound quality are top notch not only that but it has such low weight and the package is perfect.
",5,the product is amazing with a great battery life usage after week and noise cancellation and sound quality are top notch not only that but it has such low weight and the package is perfect,product amaz great batteri life usag week nois cancel sound qualiti top notch not low weight packag perfect,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   5  21  35 144   3 751   1 281  49 360 154]",1,good
6771,1999,JBL T205BT,7,"It's ok kind.
",3,its ok kind,ok kind,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  56 337]",2,neutral
8402,6499,Sennheiser CX 6.0BT,8,"Product quality is really good, can't comment on the sound quality yet, just been two days, as of now sound too muddy and unpleasant. I would prefer waiting for a few more days before posting a proper review.
",5,product quality is really good cant comment on the sound quality yet just been two days as of now sound too muddy and unpleasant i would prefer waiting for a few more days before posting a proper review,product qualiti realli good cant comment sound qualiti yet two day sound muddi unpleas would prefer wait day post proper review,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   5   2 747   3 706 163   3  89 403 358 125]",1,good
1094,1399,boAt Rockerz 255,1,"They are just amazing. Earphones are so light I can't feel it but still music is in my ears. Woow amazing product from Boat.Now I own Boat stone speakers, Boat rockers bluetooth headphones 400,and Boat rockers bluetooth earphones too.
",5,they are just amazing earphones are so light i cant feel it but still music is in my ears woow amazing product from boat now i own boat stone speakers boat rockers bluetooth headphones and boat rockers bluetooth earphones too,amaz earphon light cant feel still music ear woow amaz product boat boat stone speaker boat rocker bluetooth headphon boat rocker bluetooth earphon,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0 223  72 156  29   5  55 816  55  55  38  55  38]",1,good
11907,6499,Sennheiser CX 6.0BT,8,"Not Happy with bass,even unable to return.Only replacement available.
",3,not happy with bass even unable to return only replacement available,not happi bass even unabl return replac avail,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  6 27 60]",0,bad
5853,1999,JBL T205BT,7,"Wow amazing, i wished i had not fallen for the trap and bought a normal wired set.21 is day into daily 6 hours of listening and now they wont charge or power on, guess its a long queue of unwelcoming support folks if any!!! hope this helps your decision future buyers!!!gl
",1,wow amazing i wished i had not fallen for the trap and bought a normal wired set is day into daily hours of listening and now they wont charge or power on guess its a long queue of unwelcoming support folks if any hope this helps your decision future buyers gl,wow amaz wish not fallen trap bought normal wire set day daili hour listen wont charg power guess long queue unwelcom support folk hope help decis futur buyer gl,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0 732   1  57 222 255  31 289 283 530  80 249 400 520]",0,bad
2517,1399,boAt Rockerz 255,1,"Satisfied with quality of sound but mine it lasted​just just for 13 days.
",2,satisfied with quality of sound but mine it lasted just just for days,satisfi qualiti sound mine last day,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3 681]",1,good
12798,2000,JBL T110BT,10,"Battery backup little less wire is large.. sound is good quality is good value for money.
",4,battery backup little less wire is large sound is good quality is good value for money,batteri backup littl less wire larg sound good qualiti good valu money,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0  87 151  24   3   2   2  42]",2,neutral
1634,1399,boAt Rockerz 255,1,"Overall its awesome product....but noise cancellation is too bad.....if you want to buy only for call so don't go fir this product.....and for gaming music watching movies this product is bestest....
",3,overall its awesome product but noise cancellation is too bad if you want to buy only for call so dont go fir this product and for gaming music watching movies this product is bestest,overal awesom product nois cancel bad want buy call dont go fir product game music watch movi product bestest,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  5 25 98 15 16 46  5 29  5]",0,bad
